,0,1,2,3,4,5,6,7,8,9
1,0.00366245403020338,0.0053679155636042015,0.004487372504427872,0.0036996153182123435,0.005276601727287155,0.0052295065299933635,0.0023563055509351768,0.004698684899820187,0.004990242034154188,0.004494625949156464
2,0.003926877103561061,0.004028087822891997,0.003465141196798827,0.005777519759919478,0.005171091774690595,0.004893032950917238,0.007248374506499393,0.005534314644899646,0.004091568402872621,0.0038674142437064526
3,0.005460121479939673,0.004282289239202722,0.006416719881490291,0.004746202062660111,0.007254688653501928,0.006199411768411951,0.00522884883761751,0.005297737996400714,0.005641700046847812,0.004989532259504401
4,0.003965288588312779,0.004764011740327003,0.005214923947404826,0.004587090618800634,0.005693527219703903,0.004779941642702518,0.0038731953322958257,0.0045460425045654035,0.004683694294307513,0.0052589200232998606
5,0.005448162236698079,0.005631581145404368,0.0038846160084351016,0.004863562113344224,0.005194764640100242,0.005050205951879932,0.005131329272057696,0.006065033392247123,0.005242247719500602,0.005067597070853327
6,0.004976030196945909,0.004984129718858096,0.0045543283619360045,0.005153645551423327,0.005612488278097877,0.005485034357640173,0.0048275450675201465,0.004965590952452345,0.005778315288100014,0.005506716854120849
7,0.005453027722751131,0.004945670391318943,0.0056553285287690245,0.005054725832053214,0.005356304396173095,0.005917730332944018,0.005751625803786051,0.005273976332676321,0.004885852708059594,0.005180447238942294
8,0.004866090476943904,0.004968390108675319,0.004622608780411084,0.005205424678692773,0.005493043060149592,0.004945869687809988,0.0048337017521133474,0.004980488949227578,0.0046934905282868845,0.0051242019557222445
9,0.0048932168955462384,0.005239943027915369,0.005247775817026485,0.005494841138774513,0.00529544239519897,0.004754784018258974,0.005480670944803948,0.005150506681117207,0.005165603100100225,0.005039042617872896
10,0.005299200404499582,0.004564878510323916,0.005220198987413135,0.005043065877030019,0.005516478271730737,0.005304433307525744,0.005162820055701048,0.004959033561324321,0.005325921342004898,0.005215209869825077
11,0.005245748909035119,0.0048586452974499275,0.005266990821007961,0.005510036413932431,0.005416077281935993,0.00496231499928481,0.0051351684773161,0.004832390916798777,0.004850013263900172,0.0052106141990879255
12,0.005271862278803568,0.005235600000941954,0.005147075868700732,0.005268640611696894,0.004779269489400883,0.005218762308202886,0.005245855088728495,0.005220883236426078,0.0051710542331044745,0.0051566909044447
13,0.005137266466323516,0.005179166984397039,0.005138670098398802,0.005151308523894889,0.005189332433942359,0.005152687013832146,0.00518786223729225,0.005149048198800956,0.0051723288478986605,0.005155119922390355
101,2.8188252679716846e-05,2.3706308841484826e-05,3.260018189400064e-05,3.963569526380335e-05,2.4433765457249473e-05,4.074840247938619e-05,2.232437827423185e-05,2.247033129245804e-05,3.201702809423004e-05,3.577524981506733e-05
301,1.693061584781239e-05,2.580171116213748e-05,2.9121992691481162e-05,2.8927500708098514e-05,2.269966182548351e-05,2.625986570086829e-05,1.5086256686709817e-05,2.1099146050601056e-05,2.026851860655154e-05,1.877208627804086e-05
501,1.0248256377753128e-05,1.719559087910521e-05,2.7842082494936015e-05,1.1842333072363136e-05,1.4447733788880823e-05,4.064211489406095e-05,2.138736146212133e-05,3.780423591933993e-06,2.3757901011299922e-05,1.1901294571832142e-05
